Código;Tipo de institución;Nombre de institución;"Acreditación institución 
(Al 30 de octubre 2020)";Área;Nombre carrera genérica;Nombre carrera (del título);% titulados con continuidad de estudios;Retención 1er año; Duración Real (semestres) ;Empleabilidad 1er año;Empleabilidad 2° año;Ingreso promedio al 4° año de titulación
450;Centros de Formación Técnica;Centro de Formación Técnica Lota-Arauco;4 años;;Técnico en Dibujo Técnico e Industrial;Dibujo y Proyecto Industrial;12.5%;s/i; s/i ;45.5%;70.0%;s/i
450;Centros de Formación Técnica;Centro de Formación Técnica Lota-Arauco;4 años;Tecnología;Técnico en Instrumentación, Automatización y Control Industrial;Técnico en Instrumentación y Automatización Industrial;10.7%;71.3%; 5.6 ;70.5%;76.4%;s/i
450;Centros de Formación Técnica;Centro de Formación Técnica Lota-Arauco;4 años;Tecnología;Técnico en Mecánica Industrial;Técnico en Mecánica Industrial;15.7%;63.0%; 7.2 ;67.5%;82.5%;De $700 mil a $800 mil
450;Centros de Formación Técnica;Centro de Formación Técnica Lota-Arauco;4 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;10.9%;67.7%; 7.6 ;27.9%;41.4%;De $600 mil a $700 mil
701;Centros de Formación Técnica;Centro de Formación Técnica Manpower;3 años;Administración y Comercio;Secretariado Bilingüe;Asistente Ejecutivo Bilingüe;10.2%;73.6%; 7.2 ;67.6%;72.7%;De $600 mil a $700 mil
701;Centros de Formación Técnica;Centro de Formación Técnica Manpower;3 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración de Empresas;16.0%;48.2%; 7.3 ;76.3%;78.0%;De $700 mil a $800 mil
273;Centros de Formación Técnica;Centro de Formación Técnica Massachusetts;No;Educación;Técnico Asistente del Educador de Párvulos;Técnico de Nivel Superior en Párvulos y Primer Ciclo Básico;7.8%;49.2%; s/i ;20.0%;29.3%;s/i
273;Centros de Formación Técnica;Centro de Formación Técnica Massachusetts;No;Salud;Técnico en Enfermería;Técnico en Enfermería;0.6%;42.9%; s/i ;27.8%;55.4%;De $500 mil a $600 mil
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Educación;Técnico Asistente del Educador de Párvulos;Técnico en Educación de Párvulos;5.8%;s/i; 5.1 ;35.8%;46.2%;De $400 mil a $500 mil
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración de Empresas;19.7%;35.7%; 5.2 ;63.4%;62.2%;s/i
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Administración y Comercio;Técnico en Administración de Recursos Humanos y Personal;Técnico en Gestión de Recursos Humanos;13.6%;56.9%; 5.1 ;50.5%;53.7%;s/i
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Administración y Comercio;Técnico en Contabilidad General;Técnico en Contabilidad General;13.1%;s/i; 5.1 ;53.6%;59.3%;s/i
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Tecnología;Técnico en Electricidad y Electricidad Industrial;Técnico en Electricidad y Electricidad Industrial;11.1%;28.3%; 5.5 ;67.2%;n/a;s/i
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Salud;Técnico en Enfermería;Técnico en Enfermería;2.2%;64.3%; 6.1 ;46.4%;n/a;s/i
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;8.3%;s/i; 5.9 ;35.5%;46.5%;De $500 mil a $600 mil
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Tecnología;Técnico en Procesos Industriales;Técnico en Fabricación y Montaje Industrial;12.1%;22.9%; 5.6 ;73.0%;n/a;s/i
498;Centros de Formación Técnica;Centro de Formación Técnica Proandes;No;Ciencias Sociales;Técnico en Servicio Social;Técnico en Trabajo Social;11.2%;41.6%; 5.1 ;39.7%;n/a;s/i
319;Centros de Formación Técnica;Centro de Formación Técnica Prodata;No;Educación;Técnico Asistente del Educador de Párvulos;Técnico en Educación Parvularia;4.9%;61.5%; 6.2 ;44.4%;48.4%;De $400 mil a $500 mil
319;Centros de Formación Técnica;Centro de Formación Técnica Prodata;No;Salud;Técnico en Enfermería;Técnico en Enfermería;2.7%;61.2%; s/i ;40.0%;68.9%;s/i
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico en Educación Parvularia;6.6%;88.0%; 5.1 ;33.3%;44.6%;s/i
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración de Empresas y Gestión de Negocios;12.1%;73.1%; 5.9 ;63.8%;64.8%;s/i
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Construcción;12.3%;74.8%; 6.5 ;53.8%;60.0%;De $600 mil a $700 mil
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Tecnología;Técnico en Mantenimiento Industrial;Técnico en Mantención Industrial;7.2%;70.2%; 6.3 ;86.4%;n/a;s/i
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Tecnología;Técnico en Minería y Metalurgia;Técnico en Operaciones Mineras;15.8%;74.4%; 8.3 ;53.1%;n/a;s/i
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos Industriales;14.7%;s/i; 7.8 ;49.5%;60.6%;De $600 mil a $700 mil
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;;Técnico en Transporte Marítimo y Puertos;Técnico en Operaciones Portuarias;3.8%;70.5%; s/i ;56.8%;n/a;s/i
629;Centros de Formación Técnica;Centro de Formación Técnica PUCV;4 años;Administración y Comercio;Técnico en Turismo y Hotelería;Técnico en Turismo y Hotelería;1.2%;78.0%; s/i ;10.8%;n/a;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Agropecuaria;Técnico Agropecuario;Técnico Agrícola;3.0%;68.7%; 5.6 ;43.4%;57.8%;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico de Párvulos y Básica;7.4%;85.9%; 5.8 ;26.7%;39.7%;De $400 mil a $500 mil
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Salud;Técnico Dental y Asistente de Odontología;Técnico en Odontología;3.5%;77.8%; 5.7 ;29.5%;n/a;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración de Empresas;12.4%;78.5%; 5.6 ;52.7%;67.0%;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Tecnología;Técnico en Computación e Informática;Técnico Analista Programador;0.0%;71.8%; 6.2 ;35.1%;n/a;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Obras Civiles;9.0%;66.4%; 6.3 ;47.2%;56.6%;De $600 mil a $700 mil
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Tecnología;Técnico en Electricidad y Electricidad Industrial;Técnico en Redes Eléctricas;7.2%;65.8%; 6.7 ;76.7%;74.0%;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Salud;Técnico en Enfermería;Técnico en Enfermería;1.8%;85.5%; 5.8 ;24.3%;49.5%;De $400 mil a $500 mil
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;9.2%;58.3%; 7.2 ;32.6%;42.5%;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Ciencias Sociales;Técnico en Servicio Social;Técnico en Trabajo Social;18.0%;80.8%; 5.9 ;31.0%;40.0%;s/i
367;Centros de Formación Técnica;Centro de Formación Técnica San Agustín;5 años;Tecnología;Técnico en Topografía;Técnico en Topografía;4.2%;77.6%; 6.1 ;56.9%;73.0%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico Agente o Visitador Médico;Agente de Ventas ;5.2%;s/i; s/i ;78.9%;67.3%;De $800 mil a $900 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Agropecuaria;Técnico Agropecuario;Técnico Agrícola y Ganadero;23.4%;66.8%; 6.7 ;46.6%;54.9%;De $500 mil a $600 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico en Educación Parvularia;9.4%;77.5%; 6.2 ;30.3%;42.6%;De $400 mil a $500 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Educación;Técnico Asistente del Educador Diferencial;Técnico en Educación Especial;18.3%;74.7%; 6.4 ;20.9%;35.8%;De $400 mil a $500 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico Dental y Asistente de Odontología;Técnico en Odontología e Higienista Dental;6.0%;71.8%; 6.5 ;42.8%;55.9%;De $400 mil a $500 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Agropecuaria;Técnico en Acuicultura y Pesca;Técnico en Producción Acuícola;4.3%;81.7%; s/i ;74.0%;79.4%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico en Administración;42.2%;64.7%; 6.4 ;59.4%;66.8%;De $600 mil a $700 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Administración y Comercio;Técnico en Administración de Recursos Humanos y Personal;Técnico en Administración de Recursos Humanos;29.9%;68.5%; 6.6 ;65.6%;75.8%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Tecnología;Técnico en Computación e Informática;Técnico en Registros e Información Biomédica;5.7%;82.5%; s/i ;52.0%;n/a;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico en Construcciones Civiles;30.1%;47.0%; 7.2 ;53.6%;58.2%;De $600 mil a $700 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Administración y Comercio;Técnico en Contabilidad General;Técnico en Contabilidad General;28.1%;67.8%; 6.7 ;56.7%;69.9%;De $700 mil a $800 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Educación;Técnico en Deporte, Recreación y Preparación Física;Preparador Físico;10.7%;63.9%; 6.7 ;34.1%;41.0%;De $500 mil a $600 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico en Enfermería;Técnico en Enfermería;5.8%;69.8%; 6.7 ;49.0%;64.3%;De $500 mil a $600 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico en Farmacia;Técnico en Farmacia;3.5%;66.0%; 6.0 ;54.9%;73.1%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Administración y Comercio;Técnico en Gastronomía y Cocina;Técnico en Gastronomía Internacional y Tradicional Chilena;4.1%;57.1%; 6.7 ;38.1%;40.4%;De $400 mil a $500 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico en Laboratorio Clínico;Técnico en Laboratorio Clínico Banco de Sangre e Imagenología;10.2%;75.4%; 6.4 ;39.6%;57.6%;De $500 mil a $600 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Administración y Comercio;Técnico en Logística;Técnico en Administración Logística;23.7%;60.8%; 6.6 ;80.5%;84.4%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico en Podología;Técnico en Podología Clínica;1.6%;72.2%; 6.3 ;25.7%;36.0%;De $500 mil a $600 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;26.0%;s/i; 8.9 ;44.9%;54.1%;De $600 mil a $700 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Ciencias Básicas;Técnico en Química (Análisis e Industrial);Técnico en Análisis Químico;6.1%;62.1%; 8.7 ;60.7%;74.4%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Tecnología;Técnico en Topografía;Técnico en Topografía;11.7%;54.0%; 7.3 ;57.5%;65.0%;De $700 mil a $800 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Administración y Comercio;Técnico en Turismo y Hotelería;Técnico en Hotelería y Turismo, en Turismo Aventura, y en Servicios Aerocomerciales y Transportes Turísticos;5.4%;65.4%; 6.6 ;30.6%;37.1%;s/i
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Derecho;Técnico Jurídico;Técnico Jurídico;20.2%;70.0%; 6.6 ;46.0%;56.4%;De $600 mil a $700 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Salud;Técnico Laboratorista Dental;Técnico Laboratorista Dental;4.7%;78.2%; 6.1 ;29.0%;41.6%;De $500 mil a $600 mil
260;Centros de Formación Técnica;Centro de Formación Técnica Santo Tomás;5 años;Agropecuaria;Técnico Veterinario;Técnico en Veterinaria y Producción Pecuaria;20.8%;69.8%; 6.5 ;42.9%;50.4%;s/i
633;Centros de Formación Técnica;Centro de Formación Técnica Teodoro Wickel Kluwen;3 años;Salud;Técnico en Enfermería;Técnico de Nivel Superior en Enfermería;1.8%;76.1%; 5.7 ;35.5%;66.2%;De $500 mil a $600 mil
484;Centros de Formación Técnica;Centro de Formación Técnica UDA;No;Ciencias Básicas;Técnico en Geología;Técnico de Nivel Superior en Geología;27.9%;s/i; s/i ;65.5%;72.0%;s/i
484;Centros de Formación Técnica;Centro de Formación Técnica UDA;No;Tecnología;Técnico en Mecánica Industrial;Técnico en Mantención Mecánica Industrial y de Equipo Pesado;14.4%;s/i; s/i ;81.1%;87.2%;De $1 millón a $1 millón 100 mil
550;Centros de Formación Técnica;Centro de Formación Técnica Universidad de Valparaíso;No;Salud;Técnico en Enfermería;Técnico de Nivel Superior en Enfermería;7.7%;s/I; 6.0 ;38.4%;59.3%;De $500 mil a $600 mil
99;Institutos Profesionales;Instituto Profesional Agrario Adolfo Matthei;4 años;Agropecuaria;Ingeniería Agrícola;Ingeniería de Ejecución en Agronomía;0.0%;77.1%; 9.0 ;44.0%;74.6%;s/i
99;Institutos Profesionales;Instituto Profesional Agrario Adolfo Matthei;4 años;Agropecuaria;Técnico Agropecuario;Técnico Experto Agrario;41.8%;89.4%; s/i ;40.7%;55.4%;s/i
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Arte y Arquitectura;Actuación y Teatro;Teatro;11.4%;59.3%; s/i ;22.5%;39.0%;s/i
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería de Ejecución en Administración de Empresas;4.0%;60.8%; 10.2 ;76.9%;81.7%;De $900 mil a $1 millón
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Administración y Comercio;Administración Turística y Hotelera;Ingeniería de Ejecución en Hotelería y Turismo e Ingeniería en Turismo;5.3%;s/i; s/i ;65.6%;66.7%;De $600 mil a $700 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Tecnología;Construcción Civil;Construcción Civil;1.4%;53.9%; 10.6 ;73.7%;80.0%;De $1 millón a $1 millón 100 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Administración y Comercio;Contador Auditor;Auditoría;3.0%;70.0%; 10.3 ;85.0%;87.9%;De $1 millón a $1 millón 100 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Arte y Arquitectura;Diseño de Vestuario;Diseño de Vestuario Profesional;1.1%;51.6%; 8.8 ;37.3%;51.9%;s/i
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Arte y Arquitectura;Diseño Gráfico;Diseño Gráfico Profesional;2.2%;61.0%; 10.3 ;47.7%;50.9%;De $600 mil a $700 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Tecnología;Ingeniería en Computación e Informática;Ingeniería de Ejecución en Informática;2.4%;57.3%; 11.0 ;80.2%;85.9%;De $1 millón a $1 millón 100 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Tecnología;Ingeniería en Conectividad y Redes;Ingeniería de Ejecución en Administración de Redes;4.2%;64.8%; 10.5 ;91.6%;94.0%;s/i
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Tecnología;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica Automotriz y Autotrónica;1.1%;53.2%; 10.4 ;73.8%;80.8%;s/i
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería en Prevención de Riesgos;2.2%;62.6%; 10.7 ;64.7%;72.7%;De $900 mil a $1 millón
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Tecnología;Ingeniería en Sonido;Ingeniería en Ejecución en Sonido;2.5%;63.6%; 9.6 ;42.7%;55.8%;De $600 mil a $700 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Educación;Psicopedagogía;Psicopedagogía;23.5%;73.8%; 9.6 ;56.7%;71.2%;De $700 mil a $800 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Ciencias Sociales;Publicidad;Publicidad;4.8%;72.7%; 10.7 ;70.4%;72.5%;De $700 mil a $800 mil
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Ciencias Sociales;Relaciones Públicas;Relaciones Públicas Corporativas;4.6%;s/i; 10.2 ;69.3%;68.4%;s/i
143;Institutos Profesionales;Instituto Profesional AIEP;5 años;Agropecuaria;Técnico Agropecuario;Técnico en Administración de la Producción Agropecuaria y Agroindustrial;3.7%;55.9%; 5.5 ;61.8%;65.0%;De $500 mil a $600 mil
